Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,3,3,3,3,3,3,3,3.0
2,3,3,3,3,3,3,3,3.0
3,3,4,4,3,3,3,5,3.5714285714285716
4,3,7,4,4,3,4,6,4.428571428571429
5,3,10,4,5,3,7,8,5.714285714285714
6,3,13,7,8,3,9,11,7.714285714285714
7,3,16,9,11,3,9,14,9.285714285714286
8,3,19,12,14,3,12,17,11.428571428571429
9,4,22,15,17,4,15,20,13.857142857142858
10,7,25,18,20,5,18,23,16.571428571428573
11,10,28,21,23,8,21,26,19.571428571428573
12,13,30,24,26,11,24,29,22.428571428571427
13,16,30,27,29,14,27,30,24.714285714285715
14,19,30,30,30,17,30,30,26.571428571428573
15,22,28,30,30,20,30,30,27.142857142857142
16,25,25,30,30,23,30,30,27.571428571428573
17,28,23,30,30,26,30,30,28.142857142857142
18,30,20,30,27,29,30,30,28.0
19,30,18,30,28,30,30,30,28.0
20,30,15,30,30,30,30,30,27.857142857142858
21,30,12,27,30,30,30,30,27.0
22,30,9,25,28,30,30,30,26.0
23,28,6,26,25,30,30,30,25.0
24,25,7,29,24,30,30,30,25.0
25,22,10,30,23,29,30,30,24.857142857142858
26,19,9,30,23,30,30,29,24.285714285714285
27,16,6,30,20,30,30,30,23.142857142857142
28,13,7,30,17,30,30,30,22.428571428571427
29,10,5,29,18,30,30,30,21.714285714285715
30,11,3,30,15,30,29,29,21.0
31,8,2,30,14,30,28,30,20.285714285714285
32,9,3,27,15,29,30,30,20.428571428571427
33,10,2,26,14,26,30,30,19.714285714285715
34,7,3,25,17,25,29,30,19.428571428571427
35,8,2,25,17,26,28,29,19.285714285714285
36,9,5,23,17,25,27,28,19.142857142857142
37,7,2,26,14,22,26,30,18.142857142857142
38,6,4,29,11,23,28,29,18.571428571428573
39,7,1,30,12,26,27,26,18.428571428571427
40,6,3,30,15,27,24,23,18.285714285714285
41,9,2,30,18,26,25,24,19.142857142857142
42,12,1,30,20,29,22,27,20.142857142857142
43,9,4,30,21,30,21,30,20.714285714285715
44,12,3,30,18,28,20,27,19.714285714285715
45,9,2,29,15,25,19,28,18.142857142857142
46,6,5,29,12,27,22,30,18.714285714285715
47,3,2,30,9,30,25,30,18.428571428571427
48,1,3,30,8,29,28,28,18.142857142857142
49,1,2,27,11,26,30,30,18.142857142857142
50,1,1,26,14,23,30,30,17.857142857142858
51,1,2,24,17,26,30,27,18.142857142857142
52,1,3,27,18,23,30,28,18.571428571428573
53,1,2,30,18,26,29,27,19.0
54,1,3,30,15,29,29,30,19.571428571428573
55,1,4,30,12,30,26,27,18.571428571428573
56,3,3,30,9,29,25,26,17.857142857142858
57,6,1,30,10,26,22,25,17.142857142857142
58,9,4,30,13,23,23,28,18.571428571428573
59,12,3,30,12,20,22,29,18.285714285714285
60,15,2,28,11,17,25,30,18.285714285714285
61,18,3,29,14,14,28,30,19.428571428571427
62,21,2,30,17,11,30,27,19.714285714285715
63,18,3,30,18,12,28,24,19.0
64,15,4,27,17,13,29,27,18.857142857142858
65,12,1,26,14,14,28,30,17.857142857142858
66,13,2,27,11,11,25,30,17.0
67,16,3,24,10,8,24,29,16.285714285714285
68,19,4,21,13,5,25,28,16.428571428571427
69,22,3,18,14,4,26,25,16.0
70,25,2,17,11,1,23,24,14.714285714285714
71,22,5,20,10,4,22,25,15.428571428571429
72,19,4,21,13,5,21,24,15.285714285714286
73,16,3,24,16,4,20,23,15.142857142857142
74,13,2,27,15,1,21,22,14.428571428571429
75,14,3,30,12,1,22,23,15.0
76,17,2,30,11,1,25,26,16.0
77,14,3,30,10,2,28,23,15.714285714285714
78,17,2,28,13,2,30,20,16.0
79,18,5,25,14,5,28,23,16.857142857142858
80,17,4,24,13,8,27,24,16.714285714285715
81,14,3,21,10,11,28,21,15.428571428571429
82,17,4,22,11,14,30,24,17.428571428571427
83,16,3,23,8,17,30,27,17.714285714285715
84,15,4,22,9,20,30,24,17.714285714285715
85,18,5,21,6,23,27,21,17.285714285714285
86,19,4,24,9,26,30,18,18.571428571428573
87,16,3,23,12,29,29,15,18.142857142857142
88,13,6,20,15,30,30,12,18.0
89,12,3,23,14,30,27,9,16.857142857142858
90,15,6,26,11,28,24,6,16.571428571428573
91,18,7,29,10,29,21,3,16.714285714285715
92,17,6,26,7,30,18,2,15.142857142857142
93,14,7,29,10,30,15,1,15.142857142857142
94,15,6,30,11,30,18,4,16.285714285714285
95,18,7,30,12,30,21,7,17.857142857142858
96,15,8,30,11,28,24,10,18.0
97,12,7,30,12,25,21,13,17.142857142857142
98,9,6,30,9,24,18,10,15.142857142857142
99,10,9,30,12,23,21,7,16.0
100,13,8,29,15,22,24,4,16.428571428571427
