Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-1000.0
1200,3,-1000.0
1600,4,-1000.0
2000,5,-1000.0
2400,6,-606.0
2800,7,-472.0
3200,8,-471.0
3600,9,-614.0
4000,10,-846.0
4400,11,-483.0
4800,12,-295.0
5200,13,-298.0
5600,14,-478.0
6000,15,-464.0
6400,16,-470.0
6800,17,-305.0
7200,18,-376.0
7600,19,-309.0
8000,20,-333.0
8400,21,-315.0
8800,22,-289.0
9200,23,-350.0
9600,24,-478.0
10000,25,-233.0
10400,26,-518.0
10800,27,-249.0
11200,28,-797.0
11600,29,-270.0
12000,30,-848.0
12400,31,-370.0
12800,32,-319.0
13200,33,-272.0
13600,34,-699.0
14000,35,-494.0
14400,36,-248.0
14800,37,-354.0
15200,38,-263.0
15600,39,-528.0
16000,40,-219.0
16400,41,-264.0
16800,42,-212.0
17200,43,-147.0
17600,44,-278.0
18000,45,-415.0
18400,46,-165.0
18800,47,-354.0
19200,48,-331.0
19600,49,-667.0
20000,50,-381.0
20400,51,-475.0
20800,52,-354.0
21200,53,-306.0
21600,54,-352.0
22000,55,-483.0
22400,56,-136.0
22800,57,-236.0
23200,58,-293.0
23600,59,-128.0
24000,60,-138.0
24400,61,-153.0
24800,62,-117.0
25200,63,-193.0
25600,64,-121.0
26000,65,-148.0
26400,66,-267.0
26800,67,-110.0
27200,68,-167.0
27600,69,-166.0
28000,70,-217.0
28400,71,-183.0
28800,72,-186.0
29200,73,-135.0
29600,74,-124.0
30000,75,-97.0
30400,76,-139.0
30800,77,-163.0
31200,78,-144.0
31600,79,-122.0
32000,80,-168.0
32400,81,-333.0
32800,82,-126.0
33200,83,-125.0
33600,84,-171.0
34000,85,-152.0
34400,86,-136.0
34800,87,-106.0
35200,88,-141.0
35600,89,-118.0
36000,90,-117.0
36400,91,-120.0
36800,92,-131.0
37200,93,-191.0
37600,94,-99.0
38000,95,-148.0
38400,96,-188.0
38800,97,-154.0
39200,98,-101.0
39600,99,-129.0
40000,100,-152.0
