Epoch time step,Epoch number,Episode reward
400,1,-872.0
800,2,-238.0
1200,3,-142.0
1600,4,-336.0
2000,5,-146.0
2400,6,-290.0
2800,7,-294.0
3200,8,-174.0
3600,9,-110.0
4000,10,-1000.0
4400,11,-183.0
4800,12,-165.0
5200,13,-225.0
5600,14,-465.0
6000,15,-678.0
6400,16,-244.0
6800,17,-396.0
7200,18,-804.0
7600,19,-488.0
8000,20,-289.0
8400,21,-277.0
8800,22,-308.0
9200,23,-1000.0
9600,24,-942.0
10000,25,-157.0
10400,26,-242.0
10800,27,-186.0
11200,28,-132.0
11600,29,-133.0
12000,30,-398.0
12400,31,-671.0
12800,32,-139.0
13200,33,-177.0
13600,34,-171.0
14000,35,-228.0
14400,36,-166.0
14800,37,-148.0
15200,38,-146.0
15600,39,-200.0
16000,40,-734.0
16400,41,-431.0
16800,42,-280.0
17200,43,-394.0
17600,44,-170.0
18000,45,-171.0
18400,46,-106.0
18800,47,-262.0
19200,48,-172.0
19600,49,-154.0
20000,50,-308.0
20400,51,-335.0
20800,52,-160.0
21200,53,-297.0
21600,54,-265.0
22000,55,-287.0
22400,56,-139.0
22800,57,-180.0
23200,58,-339.0
23600,59,-576.0
24000,60,-812.0
24400,61,-320.0
24800,62,-498.0
25200,63,-537.0
25600,64,-227.0
26000,65,-352.0
26400,66,-305.0
26800,67,-298.0
27200,68,-183.0
27600,69,-491.0
28000,70,-245.0
28400,71,-321.0
28800,72,-256.0
29200,73,-132.0
29600,74,-359.0
30000,75,-591.0
30400,76,-231.0
30800,77,-308.0
31200,78,-250.0
31600,79,-223.0
32000,80,-165.0
32400,81,-163.0
32800,82,-136.0
33200,83,-261.0
33600,84,-202.0
34000,85,-181.0
34400,86,-126.0
34800,87,-113.0
35200,88,-155.0
35600,89,-116.0
36000,90,-115.0
36400,91,-103.0
36800,92,-136.0
37200,93,-166.0
37600,94,-115.0
38000,95,-114.0
38400,96,-131.0
38800,97,-139.0
39200,98,-128.0
39600,99,-125.0
40000,100,-146.0
