Epoch time step,Epoch number,Episode reward,N steps
400,1,10.0,5
800,2,8.0,5
1200,3,12.0,5
1600,4,10.0,5
2000,5,8.0,5
2400,6,34.0,5
2800,7,10.0,5
3200,8,11.0,5
3600,9,16.0,5
4000,10,13.0,5
4400,11,10.0,5
4800,12,20.0,5
5200,13,67.0,5
5600,14,15.0,5
6000,15,51.0,5
6400,16,68.0,5
6800,17,43.0,5
7200,18,201.0,5
7600,19,11.0,5
8000,20,79.0,6
8400,21,69.0,6
8800,22,98.0,6
9200,23,138.0,6
9600,24,83.0,6
10000,25,22.0,6
10400,26,22.0,6
10800,27,86.0,6
11200,28,122.0,6
11600,29,46.0,6
12000,30,189.0,6
12400,31,53.0,6
12800,32,292.0,6
13200,33,25.0,6
13600,34,81.0,5
14000,35,71.0,5
14400,36,173.0,5
14800,37,48.0,5
15200,38,69.0,6
15600,39,142.0,6
16000,40,288.0,6
16400,41,151.0,5
16800,42,24.0,5
17200,43,38.0,5
17600,44,33.0,5
18000,45,47.0,5
18400,46,81.0,5
18800,47,440.0,5
19200,48,161.0,5
19600,49,150.0,4
20000,50,96.0,4
20400,51,53.0,4
20800,52,84.0,5
21200,53,94.0,5
21600,54,89.0,5
22000,55,84.0,5
22400,56,91.0,5
22800,57,175.0,5
23200,58,161.0,4
23600,59,71.0,5
24000,60,169.0,5
24400,61,141.0,4
24800,62,21.0,4
25200,63,113.0,4
25600,64,1000.0,5
26000,65,117.0,4
26400,66,83.0,4
26800,67,252.0,5
27200,68,104.0,6
27600,69,608.0,6
28000,70,170.0,6
28400,71,225.0,5
28800,72,145.0,5
29200,73,198.0,5
29600,74,167.0,4
30000,75,892.0,4
30400,76,77.0,3
30800,77,91.0,4
31200,78,109.0,4
31600,79,399.0,4
32000,80,102.0,5
32400,81,93.0,5
32800,82,201.0,4
33200,83,224.0,3
33600,84,185.0,3
34000,85,524.0,4
34400,86,1000.0,5
34800,87,87.0,5
35200,88,111.0,4
35600,89,191.0,3
36000,90,1000.0,3
36400,91,206.0,4
36800,92,160.0,4
37200,93,190.0,4
37600,94,205.0,3
38000,95,127.0,4
38400,96,156.0,4
38800,97,140.0,3
39200,98,92.0,4
39600,99,120.0,4
40000,100,140.0,5
