Epoch time step,Epoch number,Episode reward,N steps
400,1,10.0,5
800,2,12.0,5
1200,3,55.0,5
1600,4,11.0,5
2000,5,43.0,5
2400,6,10.0,5
2800,7,16.0,5
3200,8,10.0,5
3600,9,58.0,5
4000,10,9.0,5
4400,11,67.0,5
4800,12,98.0,5
5200,13,41.0,5
5600,14,43.0,5
6000,15,21.0,5
6400,16,43.0,5
6800,17,61.0,5
7200,18,9.0,5
7600,19,76.0,5
8000,20,10.0,5
8400,21,14.0,5
8800,22,83.0,5
9200,23,118.0,5
9600,24,78.0,5
10000,25,18.0,5
10400,26,43.0,5
10800,27,77.0,5
11200,28,42.0,5
11600,29,58.0,5
12000,30,80.0,5
12400,31,10.0,5
12800,32,63.0,6
13200,33,68.0,6
13600,34,60.0,6
14000,35,32.0,6
14400,36,32.0,6
14800,37,48.0,6
15200,38,132.0,5
15600,39,58.0,5
16000,40,108.0,6
16400,41,108.0,7
16800,42,67.0,7
17200,43,120.0,6
17600,44,133.0,6
18000,45,80.0,6
18400,46,43.0,5
18800,47,108.0,4
19200,48,108.0,4
19600,49,68.0,4
20000,50,173.0,5
20400,51,63.0,5
20800,52,166.0,5
21200,53,159.0,4
21600,54,164.0,4
22000,55,110.0,5
22400,56,30.0,4
22800,57,208.0,4
23200,58,108.0,5
23600,59,145.0,5
24000,60,171.0,5
24400,61,131.0,6
24800,62,110.0,7
25200,63,135.0,7
25600,64,173.0,7
26000,65,97.0,7
26400,66,105.0,7
26800,67,25.0,7
27200,68,332.0,7
27600,69,717.0,7
28000,70,142.0,8
28400,71,154.0,7
28800,72,193.0,7
29200,73,134.0,6
29600,74,153.0,7
30000,75,146.0,7
30400,76,115.0,7
30800,77,506.0,7
31200,78,470.0,7
31600,79,15.0,7
32000,80,103.0,6
32400,81,388.0,6
32800,82,135.0,7
33200,83,134.0,8
33600,84,98.0,8
34000,85,121.0,8
34400,86,1000.0,7
34800,87,1000.0,7
35200,88,105.0,6
35600,89,329.0,5
36000,90,144.0,5
36400,91,11.0,6
36800,92,455.0,7
37200,93,113.0,7
37600,94,18.0,6
38000,95,1000.0,6
38400,96,156.0,6
38800,97,20.0,6
39200,98,1000.0,7
39600,99,122.0,7
40000,100,117.0,7
