Epoch time step,Epoch number,Episode reward,N steps
400,1,10.0,5
800,2,10.0,5
1200,3,11.0,5
1600,4,12.0,5
2000,5,8.0,5
2400,6,27.0,5
2800,7,610.0,5
3200,8,53.0,5
3600,9,39.0,5
4000,10,16.0,5
4400,11,17.0,6
4800,12,10.0,6
5200,13,10.0,6
5600,14,11.0,6
6000,15,68.0,6
6400,16,14.0,6
6800,17,15.0,5
7200,18,26.0,5
7600,19,10.0,5
8000,20,30.0,6
8400,21,56.0,6
8800,22,8.0,6
9200,23,9.0,6
9600,24,98.0,6
10000,25,60.0,5
10400,26,55.0,5
10800,27,113.0,5
11200,28,164.0,5
11600,29,36.0,5
12000,30,39.0,5
12400,31,11.0,5
12800,32,66.0,5
13200,33,82.0,5
13600,34,90.0,5
14000,35,108.0,6
14400,36,52.0,6
14800,37,65.0,7
15200,38,162.0,7
15600,39,195.0,7
16000,40,8.0,7
16400,41,28.0,8
16800,42,95.0,8
17200,43,64.0,9
17600,44,76.0,8
18000,45,129.0,8
18400,46,64.0,8
18800,47,34.0,7
19200,48,81.0,7
19600,49,201.0,6
20000,50,38.0,6
20400,51,126.0,6
20800,52,124.0,7
21200,53,119.0,8
21600,54,75.0,8
22000,55,155.0,7
22400,56,165.0,7
22800,57,106.0,7
23200,58,92.0,6
23600,59,87.0,5
24000,60,19.0,5
24400,61,413.0,6
24800,62,106.0,7
25200,63,108.0,7
25600,64,134.0,7
26000,65,120.0,7
26400,66,255.0,7
26800,67,140.0,6
27200,68,121.0,6
27600,69,221.0,6
28000,70,1000.0,7
28400,71,256.0,8
28800,72,345.0,8
29200,73,146.0,7
29600,74,98.0,7
30000,75,201.0,7
30400,76,213.0,8
30800,77,1000.0,9
31200,78,1000.0,9
31600,79,1000.0,10
32000,80,1000.0,9
32400,81,538.0,9
32800,82,1000.0,8
33200,83,1000.0,8
33600,84,13.0,8
34000,85,116.0,7
34400,86,27.0,7
34800,87,196.0,7
35200,88,114.0,7
35600,89,335.0,7
36000,90,138.0,7
36400,91,1000.0,6
36800,92,1000.0,7
37200,93,109.0,7
37600,94,117.0,7
38000,95,67.0,7
38400,96,120.0,7
38800,97,96.0,8
39200,98,1000.0,9
39600,99,87.0,9
40000,100,1000.0,9
