Epoch time step,Epoch number,Episode reward,N steps
400,1,8.0,5
800,2,9.0,5
1200,3,16.0,5
1600,4,8.0,5
2000,5,10.0,5
2400,6,27.0,5
2800,7,9.0,5
3200,8,11.0,5
3600,9,10.0,5
4000,10,48.0,5
4400,11,42.0,5
4800,12,148.0,5
5200,13,31.0,5
5600,14,38.0,5
6000,15,28.0,5
6400,16,171.0,4
6800,17,16.0,4
7200,18,17.0,4
7600,19,205.0,4
8000,20,82.0,4
8400,21,58.0,4
8800,22,116.0,4
9200,23,77.0,4
9600,24,211.0,4
10000,25,146.0,5
10400,26,56.0,5
10800,27,90.0,5
11200,28,84.0,6
11600,29,91.0,6
12000,30,209.0,6
12400,31,63.0,6
12800,32,101.0,6
13200,33,171.0,6
13600,34,172.0,6
14000,35,141.0,6
14400,36,88.0,6
14800,37,85.0,6
15200,38,60.0,6
15600,39,20.0,6
16000,40,76.0,6
16400,41,61.0,5
16800,42,63.0,5
17200,43,155.0,4
17600,44,125.0,4
18000,45,75.0,4
18400,46,78.0,4
18800,47,142.0,4
19200,48,97.0,4
19600,49,141.0,5
20000,50,76.0,5
20400,51,158.0,5
20800,52,77.0,5
21200,53,172.0,5
21600,54,192.0,5
22000,55,144.0,4
22400,56,67.0,4
22800,57,116.0,4
23200,58,102.0,5
23600,59,127.0,5
24000,60,232.0,5
24400,61,109.0,5
24800,62,203.0,6
25200,63,491.0,6
25600,64,124.0,7
26000,65,95.0,7
26400,66,133.0,7
26800,67,116.0,6
27200,68,107.0,7
27600,69,135.0,7
28000,70,229.0,8
28400,71,101.0,8
28800,72,279.0,8
29200,73,141.0,8
29600,74,142.0,7
30000,75,145.0,7
30400,76,123.0,8
30800,77,427.0,9
31200,78,830.0,9
31600,79,112.0,9
32000,80,215.0,10
32400,81,128.0,10
32800,82,1000.0,9
33200,83,760.0,9
33600,84,127.0,9
34000,85,224.0,9
34400,86,116.0,8
34800,87,22.0,8
35200,88,22.0,9
35600,89,1000.0,8
36000,90,22.0,8
36400,91,1000.0,8
36800,92,152.0,9
37200,93,230.0,9
37600,94,314.0,8
38000,95,111.0,8
38400,96,232.0,8
38800,97,1000.0,9
39200,98,23.0,10
39600,99,11.0,10
40000,100,250.0,9
