Epoch time step,Epoch number,Episode reward
400,1,-107.0
800,2,-116.0
1200,3,-133.0
1600,4,-181.0
2000,5,-1000.0
2400,6,-1000.0
2800,7,-561.0
3200,8,-1000.0
3600,9,-112.0
4000,10,-440.0
4400,11,-454.0
4800,12,-527.0
5200,13,-570.0
5600,14,-132.0
6000,15,-232.0
6400,16,-164.0
6800,17,-193.0
7200,18,-113.0
7600,19,-738.0
8000,20,-91.0
8400,21,-168.0
8800,22,-83.0
9200,23,-113.0
9600,24,-123.0
10000,25,-91.0
10400,26,-122.0
10800,27,-148.0
11200,28,-92.0
11600,29,-84.0
12000,30,-84.0
12400,31,-101.0
12800,32,-100.0
13200,33,-113.0
13600,34,-92.0
14000,35,-97.0
14400,36,-122.0
14800,37,-154.0
15200,38,-87.0
15600,39,-110.0
16000,40,-106.0
16400,41,-112.0
16800,42,-120.0
17200,43,-175.0
17600,44,-134.0
18000,45,-117.0
18400,46,-103.0
18800,47,-105.0
19200,48,-166.0
19600,49,-213.0
20000,50,-152.0
20400,51,-154.0
20800,52,-173.0
21200,53,-175.0
21600,54,-1000.0
22000,55,-177.0
22400,56,-685.0
22800,57,-416.0
23200,58,-431.0
23600,59,-1000.0
24000,60,-301.0
24400,61,-486.0
24800,62,-959.0
25200,63,-443.0
25600,64,-339.0
26000,65,-1000.0
26400,66,-1000.0
26800,67,-1000.0
27200,68,-1000.0
27600,69,-342.0
28000,70,-1000.0
28400,71,-1000.0
28800,72,-1000.0
29200,73,-1000.0
29600,74,-1000.0
30000,75,-1000.0
30400,76,-254.0
30800,77,-1000.0
31200,78,-1000.0
31600,79,-357.0
32000,80,-1000.0
32400,81,-325.0
32800,82,-267.0
33200,83,-310.0
33600,84,-343.0
34000,85,-498.0
34400,86,-414.0
34800,87,-496.0
35200,88,-662.0
35600,89,-309.0
36000,90,-554.0
36400,91,-711.0
36800,92,-492.0
37200,93,-769.0
37600,94,-342.0
38000,95,-279.0
38400,96,-182.0
38800,97,-373.0
39200,98,-331.0
39600,99,-414.0
40000,100,-193.0
