Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-551.0
1200,3,-853.0
1600,4,-1000.0
2000,5,-1000.0
2400,6,-1000.0
2800,7,-1000.0
3200,8,-1000.0
3600,9,-592.0
4000,10,-369.0
4400,11,-278.0
4800,12,-214.0
5200,13,-240.0
5600,14,-108.0
6000,15,-96.0
6400,16,-114.0
6800,17,-262.0
7200,18,-118.0
7600,19,-93.0
8000,20,-138.0
8400,21,-112.0
8800,22,-193.0
9200,23,-135.0
9600,24,-1000.0
10000,25,-181.0
10400,26,-117.0
10800,27,-302.0
11200,28,-144.0
11600,29,-202.0
12000,30,-117.0
12400,31,-192.0
12800,32,-139.0
13200,33,-225.0
13600,34,-203.0
14000,35,-445.0
14400,36,-205.0
14800,37,-1000.0
15200,38,-255.0
15600,39,-646.0
16000,40,-457.0
16400,41,-1000.0
16800,42,-1000.0
17200,43,-705.0
17600,44,-1000.0
18000,45,-348.0
18400,46,-225.0
18800,47,-1000.0
19200,48,-477.0
19600,49,-1000.0
20000,50,-372.0
20400,51,-147.0
20800,52,-1000.0
21200,53,-1000.0
21600,54,-187.0
22000,55,-239.0
22400,56,-259.0
22800,57,-132.0
23200,58,-526.0
23600,59,-262.0
24000,60,-182.0
24400,61,-234.0
24800,62,-193.0
25200,63,-359.0
25600,64,-246.0
26000,65,-1000.0
26400,66,-200.0
26800,67,-941.0
27200,68,-195.0
27600,69,-1000.0
28000,70,-1000.0
28400,71,-1000.0
28800,72,-1000.0
29200,73,-969.0
29600,74,-1000.0
30000,75,-667.0
30400,76,-475.0
30800,77,-1000.0
31200,78,-1000.0
31600,79,-1000.0
32000,80,-690.0
32400,81,-222.0
32800,82,-1000.0
33200,83,-1000.0
33600,84,-1000.0
34000,85,-1000.0
34400,86,-1000.0
34800,87,-1000.0
35200,88,-1000.0
35600,89,-1000.0
36000,90,-1000.0
36400,91,-1000.0
36800,92,-1000.0
37200,93,-1000.0
37600,94,-533.0
38000,95,-1000.0
38400,96,-1000.0
38800,97,-1000.0
39200,98,-453.0
39600,99,-444.0
40000,100,-1000.0
