Epoch time step,Epoch number,Episode reward
400,1,-846.0
800,2,-1000.0
1200,3,-498.0
1600,4,-1000.0
2000,5,-1000.0
2400,6,-1000.0
2800,7,-1000.0
3200,8,-1000.0
3600,9,-1000.0
4000,10,-1000.0
4400,11,-1000.0
4800,12,-1000.0
5200,13,-1000.0
5600,14,-1000.0
6000,15,-1000.0
6400,16,-1000.0
6800,17,-319.0
7200,18,-344.0
7600,19,-244.0
8000,20,-268.0
8400,21,-289.0
8800,22,-293.0
9200,23,-196.0
9600,24,-211.0
10000,25,-277.0
10400,26,-318.0
10800,27,-245.0
11200,28,-148.0
11600,29,-186.0
12000,30,-244.0
12400,31,-158.0
12800,32,-199.0
13200,33,-175.0
13600,34,-139.0
14000,35,-207.0
14400,36,-161.0
14800,37,-216.0
15200,38,-107.0
15600,39,-241.0
16000,40,-219.0
16400,41,-171.0
16800,42,-117.0
17200,43,-149.0
17600,44,-125.0
18000,45,-480.0
18400,46,-690.0
18800,47,-1000.0
19200,48,-323.0
19600,49,-293.0
20000,50,-169.0
20400,51,-184.0
20800,52,-281.0
21200,53,-220.0
21600,54,-102.0
22000,55,-153.0
22400,56,-221.0
22800,57,-143.0
23200,58,-384.0
23600,59,-152.0
24000,60,-95.0
24400,61,-167.0
24800,62,-169.0
25200,63,-186.0
25600,64,-213.0
26000,65,-100.0
26400,66,-173.0
26800,67,-102.0
27200,68,-142.0
27600,69,-76.0
28000,70,-98.0
28400,71,-143.0
28800,72,-100.0
29200,73,-104.0
29600,74,-134.0
30000,75,-147.0
30400,76,-106.0
30800,77,-116.0
31200,78,-136.0
31600,79,-92.0
32000,80,-84.0
32400,81,-194.0
32800,82,-138.0
33200,83,-87.0
33600,84,-118.0
34000,85,-89.0
34400,86,-109.0
34800,87,-105.0
35200,88,-138.0
35600,89,-107.0
36000,90,-107.0
36400,91,-95.0
36800,92,-109.0
37200,93,-98.0
37600,94,-118.0
38000,95,-189.0
38400,96,-152.0
38800,97,-148.0
39200,98,-142.0
39600,99,-80.0
40000,100,-133.0
