Epoch time step,Epoch number,Episode reward
400,1,-1000.0
800,2,-1000.0
1200,3,-1000.0
1600,4,-1000.0
2000,5,-1000.0
2400,6,-1000.0
2800,7,-1000.0
3200,8,-372.0
3600,9,-403.0
4000,10,-266.0
4400,11,-147.0
4800,12,-212.0
5200,13,-158.0
5600,14,-228.0
6000,15,-337.0
6400,16,-180.0
6800,17,-305.0
7200,18,-290.0
7600,19,-197.0
8000,20,-288.0
8400,21,-240.0
8800,22,-587.0
9200,23,-478.0
9600,24,-758.0
10000,25,-396.0
10400,26,-280.0
10800,27,-463.0
11200,28,-1000.0
11600,29,-597.0
12000,30,-505.0
12400,31,-564.0
12800,32,-570.0
13200,33,-441.0
13600,34,-454.0
14000,35,-1000.0
14400,36,-1000.0
14800,37,-1000.0
15200,38,-1000.0
15600,39,-1000.0
16000,40,-1000.0
16400,41,-1000.0
16800,42,-290.0
17200,43,-506.0
17600,44,-544.0
18000,45,-489.0
18400,46,-245.0
18800,47,-1000.0
19200,48,-295.0
19600,49,-258.0
20000,50,-149.0
20400,51,-351.0
20800,52,-568.0
21200,53,-224.0
21600,54,-143.0
22000,55,-187.0
22400,56,-136.0
22800,57,-167.0
23200,58,-1000.0
23600,59,-200.0
24000,60,-141.0
24400,61,-297.0
24800,62,-314.0
25200,63,-222.0
25600,64,-616.0
26000,65,-118.0
26400,66,-189.0
26800,67,-158.0
27200,68,-849.0
27600,69,-949.0
28000,70,-149.0
28400,71,-412.0
28800,72,-795.0
29200,73,-1000.0
29600,74,-1000.0
30000,75,-174.0
30400,76,-249.0
30800,77,-326.0
31200,78,-220.0
31600,79,-1000.0
32000,80,-150.0
32400,81,-161.0
32800,82,-171.0
33200,83,-204.0
33600,84,-387.0
34000,85,-188.0
34400,86,-165.0
34800,87,-245.0
35200,88,-114.0
35600,89,-717.0
36000,90,-217.0
36400,91,-151.0
36800,92,-164.0
37200,93,-139.0
37600,94,-160.0
38000,95,-278.0
38400,96,-228.0
38800,97,-102.0
39200,98,-151.0
39600,99,-98.0
40000,100,-174.0
