Epoch number,N steps seed_0,N steps seed_10,N steps seed_20,N steps seed_40,N steps seed_60,N steps seed_80,N steps seed_100,N steps
1,1,1,1,1,1,1,1,1.0
2,1,1,1,1,1,1,1,1.0
3,1,1,1,1,1,1,1,1.0
4,1,1,1,1,1,1,1,1.0
5,1,1,1,1,1,1,1,1.0
6,1,1,1,1,1,1,1,1.0
7,1,1,1,1,1,1,1,1.0
8,1,1,1,1,1,1,1,1.0
9,1,1,1,1,1,1,1,1.0
10,1,1,1,2,1,1,1,1.1428571428571428
11,1,1,1,2,1,1,1,1.1428571428571428
12,1,1,1,2,1,1,1,1.1428571428571428
13,1,1,1,1,1,1,1,1.0
14,1,1,1,1,1,1,1,1.0
15,1,1,1,1,1,1,1,1.0
16,1,2,1,1,1,1,1,1.1428571428571428
17,1,2,1,1,1,1,2,1.2857142857142858
18,1,2,1,1,1,1,2,1.2857142857142858
19,1,2,1,1,1,1,2,1.2857142857142858
20,1,2,1,1,1,1,2,1.2857142857142858
21,1,2,1,1,1,1,2,1.2857142857142858
22,1,2,1,1,1,1,2,1.2857142857142858
23,1,2,2,2,1,1,2,1.5714285714285714
24,1,2,2,2,1,1,2,1.5714285714285714
25,2,2,2,2,1,2,3,2.0
26,2,2,2,2,1,2,3,2.0
27,2,2,2,2,1,2,3,2.0
28,2,1,3,2,1,2,3,2.0
29,2,1,2,2,1,3,2,1.8571428571428572
30,2,1,2,2,1,3,2,1.8571428571428572
31,1,1,3,3,1,3,2,2.0
32,1,1,4,2,1,3,2,2.0
33,1,1,4,2,1,3,2,2.0
34,2,2,4,2,1,4,3,2.5714285714285716
35,2,2,4,2,1,3,3,2.4285714285714284
36,2,2,4,2,1,3,3,2.4285714285714284
37,3,2,4,3,1,3,3,2.7142857142857144
38,3,1,5,3,1,3,4,2.857142857142857
39,3,1,5,3,1,3,4,2.857142857142857
40,3,1,5,3,1,3,3,2.7142857142857144
41,3,1,4,4,2,3,4,3.0
42,3,1,4,4,2,3,4,3.0
43,3,2,5,5,2,4,3,3.4285714285714284
44,4,1,5,5,2,5,4,3.7142857142857144
45,4,1,5,5,2,5,4,3.7142857142857144
46,5,2,5,5,3,4,4,4.0
47,5,2,6,5,4,4,4,4.285714285714286
48,5,2,6,5,4,4,4,4.285714285714286
49,6,2,5,5,5,4,4,4.428571428571429
50,5,2,4,6,5,4,5,4.428571428571429
51,5,2,4,6,5,4,5,4.428571428571429
52,5,2,4,5,6,3,5,4.285714285714286
53,5,3,5,5,7,4,6,5.0
54,5,3,5,5,7,4,6,5.0
55,5,4,6,6,7,4,6,5.428571428571429
56,6,5,5,7,7,3,7,5.714285714285714
57,6,5,5,7,7,3,7,5.714285714285714
58,7,4,6,7,7,4,6,5.857142857142857
59,7,4,6,7,6,5,6,5.857142857142857
60,7,4,6,7,6,5,6,5.857142857142857
61,7,4,7,8,6,6,5,6.142857142857143
62,6,5,8,8,7,7,4,6.428571428571429
63,6,5,8,8,7,7,4,6.428571428571429
64,5,4,7,7,6,7,4,5.714285714285714
65,6,5,8,8,5,8,3,6.142857142857143
66,6,5,8,8,5,8,3,6.142857142857143
67,5,4,8,8,5,9,4,6.142857142857143
68,6,5,7,9,6,10,5,6.857142857142857
69,6,5,7,9,6,10,5,6.857142857142857
70,6,6,6,9,5,10,6,6.857142857142857
71,6,5,6,8,6,10,5,6.571428571428571
72,6,5,6,8,6,10,5,6.571428571428571
73,7,5,6,9,6,11,4,6.857142857142857
74,6,5,7,10,5,10,3,6.571428571428571
75,6,5,7,10,5,10,3,6.571428571428571
76,5,6,6,10,5,9,4,6.428571428571429
77,5,7,5,9,6,10,5,6.714285714285714
78,5,7,5,9,6,10,5,6.714285714285714
79,4,8,6,8,7,9,6,6.857142857142857
80,5,9,7,9,7,8,6,7.285714285714286
81,5,9,7,9,7,8,6,7.285714285714286
82,6,8,6,10,8,9,5,7.428571428571429
83,5,9,7,11,8,8,6,7.714285714285714
84,5,9,7,11,8,8,6,7.714285714285714
85,5,8,7,12,8,8,6,7.714285714285714
86,6,7,6,12,9,9,6,7.857142857142857
87,6,7,6,12,9,9,6,7.857142857142857
88,6,7,7,12,9,8,7,8.0
89,7,8,7,13,9,9,8,8.714285714285714
90,7,8,7,13,9,9,8,8.714285714285714
91,6,9,8,14,8,10,9,9.142857142857142
92,7,8,7,15,9,10,10,9.428571428571429
93,7,8,7,15,9,10,10,9.428571428571429
94,8,9,8,16,8,10,9,9.714285714285714
95,7,10,9,16,9,11,10,10.285714285714286
96,7,10,9,16,9,11,10,10.285714285714286
97,8,11,10,15,8,12,11,10.714285714285714
98,9,12,9,16,8,11,10,10.714285714285714
99,9,12,9,16,8,11,10,10.714285714285714
100,10,13,10,15,9,10,11,11.142857142857142
