Epoch time step,Epoch number,Episode reward,N steps
3000,1,-1000.0,5
6000,2,-1000.0,5
9000,3,-1000.0,5
12000,4,-1000.0,7
15000,5,-1000.0,8
18000,6,-1000.0,8
21000,7,-721.0,8
24000,8,-259.0,8
27000,9,-172.0,9
30000,10,-162.0,11
33000,11,-163.0,13
36000,12,-1000.0,15
39000,13,-241.0,17
42000,14,-166.0,19
45000,15,-127.0,19
48000,16,-194.0,17
51000,17,-1000.0,15
54000,18,-171.0,13
57000,19,-1000.0,11
60000,20,-171.0,9
63000,21,-164.0,7
66000,22,-1000.0,8
69000,23,-1000.0,8
72000,24,-676.0,9
75000,25,-1000.0,7
78000,26,-165.0,7
81000,27,-166.0,7
84000,28,-92.0,8
87000,29,-97.0,5
90000,30,-1000.0,7
93000,31,-1000.0,5
96000,32,-1000.0,5
99000,33,-1000.0,3
102000,34,-173.0,1
105000,35,-523.0,3
108000,36,-1000.0,3
111000,37,-1000.0,3
114000,38,-1000.0,4
117000,39,-1000.0,2
120000,40,-1000.0,4
123000,41,-1000.0,4
126000,42,-161.0,2
129000,43,-921.0,3
132000,44,-1000.0,3
135000,45,-1000.0,3
138000,46,-1000.0,3
141000,47,-1000.0,3
144000,48,-1000.0,3
147000,49,-1000.0,1
150000,50,-1000.0,2
153000,51,-162.0,2
156000,52,-1000.0,2
159000,53,-1000.0,4
162000,54,-1000.0,4
165000,55,-1000.0,4
168000,56,-1000.0,4
171000,57,-882.0,3
174000,58,-216.0,3
177000,59,-1000.0,3
180000,60,-1000.0,3
183000,61,-1000.0,5
186000,62,-177.0,7
189000,63,-1000.0,5
192000,64,-568.0,6
195000,65,-1000.0,6
198000,66,-1000.0,6
201000,67,-1000.0,4
204000,68,-943.0,4
207000,69,-1000.0,6
210000,70,-1000.0,6
213000,71,-1000.0,5
216000,72,-1000.0,7
219000,73,-1000.0,7
222000,74,-1000.0,7
225000,75,-1000.0,7
228000,76,-1000.0,6
231000,77,-1000.0,6
234000,78,-1000.0,7
237000,79,-907.0,7
240000,80,-1000.0,5
243000,81,-1000.0,7
246000,82,-1000.0,7
249000,83,-990.0,7
252000,84,-1000.0,9
255000,85,-1000.0,8
258000,86,-1000.0,6
261000,87,-1000.0,6
264000,88,-1000.0,4
267000,89,-1000.0,6
270000,90,-493.0,6
273000,91,-1000.0,7
276000,92,-575.0,6
279000,93,-1000.0,6
282000,94,-1000.0,6
285000,95,-1000.0,8
288000,96,-1000.0,6
291000,97,-275.0,8
294000,98,-744.0,8
297000,99,-1000.0,9
300000,100,-1000.0,7
